Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
SANGHAPAL RAMDAS SHIRSAT,Independent,130,Maharashtra,Akola East,S13,31
ANIL SHANKARRAO PAHURKAR,Independent,117,Maharashtra,Akola East,S13,31
None of the Above,None of the Above,989,Maharashtra,Akola East,S13,31
HARISH MAROTIAPPA PIMPLE,Bharatiya Janata Party,54226,Maharashtra,Murtizapur ,S13,32
RAHUL SHESHARAO DONGARE,Bharipa Bahujan Mahasangh,41338,Maharashtra,Murtizapur ,S13,32
MAHADEV BAPURAO GAWALE,Shivsena,24486,Maharashtra,Murtizapur ,S13,32
INGLE SHRAVAN SHEKOJI,Indian National Congress,18044,Maharashtra,Murtizapur ,S13,32
DR. SUDHIR SAHEBRAO VILHEKAR,Nationalist Congress Party,7520,Maharashtra,Murtizapur ,S13,32
SANDIP DAULATRAO SARNAIK,Independent,3158,Maharashtra,Murtizapur ,S13,32
RAMA SUPADAJI UMBARKAR,Maharashtra Navnirman sena,973,Maharashtra,Murtizapur ,S13,32
ARUN ANANDRAO BANGARE,Bahujan Samaj Party,951,Maharashtra,Murtizapur ,S13,32
DEVIDAS KONDUJI KAMBLE,Independent,921,Maharashtra,Murtizapur ,S13,32
SHRIKRISHNA SHALIGRAM CHAVAN,Independent,841,Maharashtra,Murtizapur ,S13,32
RAJESH TULSHIRAM KHADE,Bahujan Mukti Party,610,Maharashtra,Murtizapur ,S13,32
BALIRAM GONDUJI INGLE,Independent,511,Maharashtra,Murtizapur ,S13,32
DEVIKAR MEVALAL SHIVACHARAN,Independent,454,Maharashtra,Murtizapur ,S13,32
WASUDEO GADUNA BHAGAT,Ambedkarist Republican Party,434,Maharashtra,Murtizapur ,S13,32
NARAYAN GABAJI GHANGAON,All India Forward Bloc,422,Maharashtra,Murtizapur ,S13,32
AWACHAR PRATIBHA PRABHAKAR,Independent,345,Maharashtra,Murtizapur ,S13,32
PANDURANG MOROPANT INGLE,Bahujan Vikas Aaghadi,275,Maharashtra,Murtizapur ,S13,32
BHIMSAGAR ATMARAM INGLE,Independent,239,Maharashtra,Murtizapur ,S13,32
PANDIT JAGDEV SARDAR,Independent,192,Maharashtra,Murtizapur ,S13,32
None of the Above,None of the Above,622,Maharashtra,Murtizapur ,S13,32
AMEET SUBHASHRAO ZANAK,Indian National Congress,70939,Maharashtra,Risod,S13,33
JADHAV VIJAY TULSIRAM,Bharatiya Janata Party,54231,Maharashtra,Risod,S13,33
SANAP VISHWANATH AASHRUJI,Shivsena,18425,Maharashtra,Risod,S13,33
KALAPAD RAMKRISHNA SAKHARAMJI,Bharipa Bahujan Mahasangh,15348,Maharashtra,Risod,S13,33
RAJU PATIL RAJE,Maharashtra Navnirman sena,12396,Maharashtra,Risod,S13,33
BABARAO SAHEBRAO PATIL (KHADSE),Nationalist Congress Party,5811,Maharashtra,Risod,S13,33
DEVADHE PATIL SUBHASH UTTAMRAO,Bahujan Samaj Party,1352,Maharashtra,Risod,S13,33
RAMCHANDRA TUKARAM WANKHEDE,Independent,900,Maharashtra,Risod,S13,33
BHAGIRATH  PANDURANG BHONDANE,Independent,678,Maharashtra,Risod,S13,33
RAMESH PANDURANG AMBHORE,Independent,567,Maharashtra,Risod,S13,33
NOOR ALI MEHBOOB ALI SHAHA,Rashtriya Kisan Congress Party,496,Maharashtra,Risod,S13,33
BHERANE GANESH KISAN,Independent,268,Maharashtra,Risod,S13,33
TAYADE SADANAND GAJANAN,Independent,261,Maharashtra,Risod,S13,33
KAMBLE SANJAY NARAYAN,Independent,253,Maharashtra,Risod,S13,33
BABAR SANTOSH SHAMRAO,Independent,233,Maharashtra,Risod,S13,33
MURLIDHAR MORE,Republican Party of India,181,Maharashtra,Risod,S13,33
None of the Above,None of the Above,2374,Maharashtra,Risod,S13,33
MALIK LAKHAN SAHADEV,Bharatiya Janata Party,48196,Maharashtra,Washim ,S13,34
NILESH ALIAS SHASHIKANT PENDHARKAR,Shivsena,43803,Maharashtra,Washim ,S13,34
SURESH BHIVAJI INGALE,Indian National Congress,35968,Maharashtra,Washim ,S13,34
DR. DIPAK YASHVANTRAO DHOKE,Nationalist Congress Party,21690,Maharashtra,Washim ,S13,34
MILIND PAKHALE,Bharipa Bahujan Mahasangh,13276,Maharashtra,Washim ,S13,34
DNYANESHWAR NAMDEV JHADHAV,Maharashtra Navnirman sena,11463,Maharashtra,Washim ,S13,34
RAHUL CHOKHA BHAGAT,Bahujan Samaj Party,2062,Maharashtra,Washim ,S13,34
SANJAY JANRAO MANDAVDHARE,Communist Party of India,1877,Maharashtra,Washim ,S13,34
DR. ALKA SATYABHAN MAKASARE,Independent,1406,Maharashtra,Washim ,S13,34
MAHADEORAO HARIBHAU TATKE,Independent,925,Maharashtra,Washim ,S13,34
BHAGWAT SAKHARAM RANBAWALE,Independent,736,Maharashtra,Washim ,S13,34
RAMCHANDRA TUKARAM WANKHEDE,Independent,698,Maharashtra,Washim ,S13,34
SHIVAJI RAMJI INGOLE,Independent,645,Maharashtra,Washim ,S13,34
SUBHASH LALCHANDJI DEVHANS,Independent,631,Maharashtra,Washim ,S13,34
SONTASH TANAJI KHANDARE,Independent,481,Maharashtra,Washim ,S13,34
NARAYAN JIJEEBA PADGHAN,Independent,462,Maharashtra,Washim ,S13,34
RAMESH PANDURANG AMBHORE,Bahujan Samaj Party  (Ambedkar),440,Maharashtra,Washim ,S13,34
PARMESHWAR MAHADU WALVE,Independent,430,Maharashtra,Washim ,S13,34
DEVLAL CHIMAN BORDE,Independent,248,Maharashtra,Washim ,S13,34
DHAM RAMJI WANKHADE,Independent,204,Maharashtra,Washim ,S13,34
None of the Above,None of the Above,1130,Maharashtra,Washim ,S13,34
PATNI RAJENDRA SUKHANAND,Bharatiya Janata Party,44751,Maharashtra,Karanja,S13,35
PUNJANI MO.YUSUF,Bharipa Bahujan Mahasangh,40604,Maharashtra,Karanja,S13,35
RANJIT SHERSING JADHAV,Maharashtra Navnirman sena,29751,Maharashtra,Karanja,S13,35
PRAKASH UTTAMRAO DAHAKE,Independent,27043,Maharashtra,Karanja,S13,35
SUBHASH PANDHRINATH THAKARE,Nationalist Congress Party,21066,Maharashtra,Karanja,S13,35
KAWAR SUDHIRKUMAR VITTHALRAO,Shivsena,6277,Maharashtra,Karanja,S13,35
JYOTITAI ANIL GANESHPURE,Indian National Congress,3010,Maharashtra,Karanja,S13,35
GARVE USMAN PIRU,Bahujan Samaj Party,2624,Maharashtra,Karanja,S13,35
COM. RAMKRUSHNA PUNDLIKRAO SAWAKE,Communist Party of India (Marxist-Leninist) Red Star,1649,Maharashtra,Karanja,S13,35
GAWAI ADESH RAMBHAU,Bahujan Mukti Party,893,Maharashtra,Karanja,S13,35
DHANANJAY BHALCHANDRA JOSHI,Independent,745,Maharashtra,Karanja,S13,35
RAJU BHAURAO JOGDAND,Peasants And Workers Party of India,733,Maharashtra,Karanja,S13,35
RAM NAKHALE,Independent,727,Maharashtra,Karanja,S13,35
MOHITE DILIP KESHEORAO,Independent,545,Maharashtra,Karanja,S13,35
MANWAR BABAN MAHADEORAO,Independent,411,Maharashtra,Karanja,S13,35
AMDABADKAR GAJANAN KASHINATH,Independent,391,Maharashtra,Karanja,S13,35
ADV. BHARAT KISANRAO SAWALE,Independent,380,Maharashtra,Karanja,S13,35
TUSHAR VIJAY BHAGAT,Independent,301,Maharashtra,Karanja,S13,35
AMBADAS BHIMRAO KHADSE,All India Forward Bloc,292,Maharashtra,Karanja,S13,35
UDAYCHANDRA SHRIRAM GULDE,Independent,290,Maharashtra,Karanja,S13,35
JADHAV SURESH RAMJI,Independent,212,Maharashtra,Karanja,S13,35
None of the Above,None of the Above,668,Maharashtra,Karanja,S13,35
JAGTAP VIRENDRA WALMIK,Indian National Congress,70879,Maharashtra,Dhamamgaon railway,S13,36
ADSAD ARUNBHAU JANARDANRAO,Bharatiya Janata Party,69905,Maharashtra,Dhamamgaon railway,S13,36
DHEPE ABHIJIT PRAVIN,Bahujan Samaj Party,29229,Maharashtra,Dhamamgaon railway,S13,36
SIDDHESHWAR RAGHUNATHRAO CHAVAN,Shivsena,14161,Maharashtra,Dhamamgaon railway,S13,36
DNYNESHWAR DHANE PATIL,Maharashtra Navnirman sena,3091,Maharashtra,Dhamamgaon railway,S13,36
SHARAD SHANKARRAO SURJUSE,Communist Party of India,2659,Maharashtra,Dhamamgaon railway,S13,36
PRAMOD BHASKARRAO KHADSE,Independent,1274,Maharashtra,Dhamamgaon railway,S13,36
PRASHANT PANDURANGJI SORGIOKAR,Independent,1112,Maharashtra,Dhamamgaon railway,S13,36
PRAMOD TARHEKAR,Nationalist Congress Party,1068,Maharashtra,Dhamamgaon railway,S13,36
ADV. MAHENDRA HARIBHAU GAJABE,Independent,938,Maharashtra,Dhamamgaon railway,S13,36
PRAKASH SHANKARRAO CHAWARE,Independent,910,Maharashtra,Dhamamgaon railway,S13,36
ADV.ARUN BALAPURE,Independent,635,Maharashtra,Dhamamgaon railway,S13,36
VINAYAK TUKARAM DUDHE,Bharipa Bahujan Mahasangh,615,Maharashtra,Dhamamgaon railway,S13,36
SANJAY KRUSHNARAO MADAVI,Gondvana Gantantra Party,577,Maharashtra,Dhamamgaon railway,S13,36
BALKRISHNA NAMDEORAO JADHAO,Ambedkarite Party of India,373,Maharashtra,Dhamamgaon railway,S13,36
VAIDYA  RAMESH BAPURAO,Republican Paksha (Khoripa),364,Maharashtra,Dhamamgaon railway,S13,36
VINOD PRABHAKARRAO SHINGNAPURE,Bahujan Mukti Party,337,Maharashtra,Dhamamgaon railway,S13,36
PROF. UDDHAO R. PARWE,Republican Party of India,243,Maharashtra,Dhamamgaon railway,S13,36
PUNDLIK DEVIDAS MOON,Ambedkarist Republican Party,149,Maharashtra,Dhamamgaon railway,S13,36
None of the Above,None of the Above,558,Maharashtra,Dhamamgaon railway,S13,36
RAVI RANA,Independent,46827,Maharashtra,Badnera,S13,37
BAND SANJAY RAOSAHEB,Shivsena,39408,Maharashtra,Badnera,S13,37
SULBHA SANJAY KHODKE,Indian National Congress,33897,Maharashtra,Badnera,S13,37
BHARTIYA TUSHAR PANDITRAO,Bharatiya Janata Party,31455,Maharashtra,Badnera,S13,37
RAVI BHAURAOJI VAIDHYA,Bahujan Samaj Party,12663,Maharashtra,Badnera,S13,37
ADATIYA VINESH JAYANTIAL,Independent,9786,Maharashtra,Badnera,S13,37
ADV. VANITA JAYARAMJI SODAGRE,Independent,699,Maharashtra,Badnera,S13,37
MAHAJAN SANJAY DEORAO,Independent,609,Maharashtra,Badnera,S13,37
LONARE TARACHAND TUKARAMJI,Republican Paksha (Khoripa),511,Maharashtra,Badnera,S13,37
RUPRAO ONKAR MOHOD,Ambedkarist Republican Party,504,Maharashtra,Badnera,S13,37
RAHULBHAU LAXMANRAO MOHOD,Independent,445,Maharashtra,Badnera,S13,37
ADV.SUDHIR HIRAMANJI TAYADE,Independent,353,Maharashtra,Badnera,S13,37
SUKHADEO BABU MESHERAM,Ambedkarite Party of India,325,Maharashtra,Badnera,S13,37
INGOLE SACHIN KESHAO,Independent,247,Maharashtra,Badnera,S13,37
DESHMUKH JAYDIP RAJENDRA,Independent,152,Maharashtra,Badnera,S13,37
None of the Above,None of the Above,1522,Maharashtra,Badnera,S13,37
DR. DESHMUKH SUNIL PANJABRAO,Bharatiya Janata Party,84033,Maharashtra,Amravati,S13,38
RAOSAHEB SHEKHAWAT,Indian National Congress,48961,Maharashtra,Amravati,S13,38
AKHTAR MIRZA NAIM BAIG,Bahujan Samaj Party,11585,Maharashtra,Amravati,S13,38
BAJAD PRADEEP VISHNUPANT,Shivsena,8256,Maharashtra,Amravati,S13,38
AASHRAFI MOHD. IMRAN MOHD. YAKUB,Indian Union Muslim League,2244,Maharashtra,Amravati,S13,38
KHARKAR GANESH BAPURAO,Nationalist Congress Party,1030,Maharashtra,Amravati,S13,38
BHUSHAN BAJIRAOJI BANSOD,Republican Party of India,888,Maharashtra,Amravati,S13,38
RUPESH ABARAO PUND,Independent,494,Maharashtra,Amravati,S13,38
PRADHAN SHANKAR ATTMARAM,Independent,442,Maharashtra,Amravati,S13,38
MADHAV JALBAJI KAREGAONKAR,Independent,404,Maharashtra,Amravati,S13,38
SHYAM KESHAORAO DAWARE,Ambedkarist Republican Party,362,Maharashtra,Amravati,S13,38
MOHD.SHAFEEQUE ALIAS SHAFEEQUE RAJA MOHD.YAQUB,Bharipa Bahujan Mahasangh,249,Maharashtra,Amravati,S13,38
UMASHANKAR JAGNATH SHUKLA,Independent,243,Maharashtra,Amravati,S13,38
GAJANAN A.MAKODE,Ambedkarite Party of India,216,Maharashtra,Amravati,S13,38
RAZIQUE SHAH DILBAR SHAH,Independent,215,Maharashtra,Amravati,S13,38
SUMAN NARAYAN JIRAPURE,Independent,181,Maharashtra,Amravati,S13,38
RAVINDRA SHYAMRAO RANE,Bahujan Mukti Party,153,Maharashtra,Amravati,S13,38
KAORE DHANRAJ DAMDUJI,Republican Paksha (Khoripa),115,Maharashtra,Amravati,S13,38
BAGADI PURUSHOTTAM,Independent,111,Maharashtra,Amravati,S13,38
RAJU RAMDHAN CHOUTHMAL,Independent,88,Maharashtra,Amravati,S13,38
None of the Above,None of the Above,1027,Maharashtra,Amravati,S13,38
ADV. YASHOMATI THAKUR (SONAWANE),Indian National Congress,58808,Maharashtra,Teosa,S13,39
NIVEDITA DIGHADE CHOUDHARI,Bharatiya Janata Party,38367,Maharashtra,Teosa,S13,39
DINESH VAIKUNTHRAO WANKHADE,Shivsena,28671,Maharashtra,Teosa,S13,39
SANJAY GUNWANTRAO LAWHALE,Bahujan Samaj Party,11354,Maharashtra,Teosa,S13,39
DR. SANYOGITA SATYAJIT NAIK NIMBALKAR,Independent,9945,Maharashtra,Teosa,S13,39
AKASH ANIL WARHADE,Maharashtra Navnirman sena,6390,Maharashtra,Teosa,S13,39
PROF. SAHEBRAO RAMCHANDRA TATTE,Nationalist Congress Party,4066,Maharashtra,Teosa,S13,39
INDRAJIT BHIMRAO NITANWAR,Republican Party of India,2932,Maharashtra,Teosa,S13,39
SHARAD NATTHUJI ALIAS BHAI MANGALE,Communist Party of India,2699,Maharashtra,Teosa,S13,39
M. AYYAJ M. HANIF,Bharipa Bahujan Mahasangh,1153,Maharashtra,Teosa,S13,39
RAMESH VITTHALRAO MATKAR,Independent,899,Maharashtra,Teosa,S13,39
SUBHASHBHAU DEVIDASJI SHRIKHANDE,Independent,785,Maharashtra,Teosa,S13,39
RAJU BAKSHI JAMNEKAR,Independent,758,Maharashtra,Teosa,S13,39
SAIYYAD MALANG SHAH RAJJABSHA,Independent,543,Maharashtra,Teosa,S13,39
SHELKE MADAN PARASHRAMJI,Independent,477,Maharashtra,Teosa,S13,39
ENG. GOHATRE SUBHASH SHESHRAO,Bahujan Mukti Party,467,Maharashtra,Teosa,S13,39
SHEKH ANIS SHEKH AAMAD,Independent,426,Maharashtra,Teosa,S13,39
TAYWADE BHUSHAN HARINARAYAN,Independent,308,Maharashtra,Teosa,S13,39
None of the Above,None of the Above,1258,Maharashtra,Teosa,S13,39
RAMESH GANPATRAO BUNDILE,Bharatiya Janata Party,64224,Maharashtra,Daryapur ,S13,40
BALWANT BASWANT WANKHADE,Republican Party of India,44642,Maharashtra,Daryapur ,S13,40
CAPTAIN ADSUL ABHIJIT ANANDRAO,Shivsena,32256,Maharashtra,Daryapur ,S13,40
DINESH GANESHDAS BOOB,Nationalist Congress Party,14671,Maharashtra,Daryapur ,S13,40
SIDDHARTH PANDURANG WANKHADE,Indian National Congress,12455,Maharashtra,Daryapur ,S13,40
CHANDAN GOPALKRUSHNA RAMKRUSHNA,Maharashtra Navnirman sena,5445,Maharashtra,Daryapur ,S13,40
UJWALA RAHUL ATHAWALE,Bharipa Bahujan Mahasangh,1954,Maharashtra,Daryapur ,S13,40
IEJAJ MOHMAD SHER MAHHAMAD,Bahujan Samaj Party,1383,Maharashtra,Daryapur ,S13,40
JAGDISH UDDHAVRAO WANKHADE,Independent,1283,Maharashtra,Daryapur ,S13,40
MANOHAR BALIRAM SONONE,Independent,857,Maharashtra,Daryapur ,S13,40
PARVE NILESH SAHEBRAO,Bahujan Mukti Party,467,Maharashtra,Daryapur ,S13,40
WANKHADE RAJENDRA SHANKARRAO,Republican Sena,417,Maharashtra,Daryapur ,S13,40
ATHAWALE SANJAY HIRAMANJI,Independent,372,Maharashtra,Daryapur ,S13,40
KASHINATH SHRAWAN BANSOD,Independent,345,Maharashtra,Daryapur ,S13,40
SANJAY VYANKATRAO CHAKRANARAYAN,Ambedkarite Party of India,286,Maharashtra,Daryapur ,S13,40
KURHADE VISHNU KISAN,Independent,266,Maharashtra,Daryapur ,S13,40
SATISH RAMESHRAO WAKPANJAR,Independent,219,Maharashtra,Daryapur ,S13,40
VIJAY YASHVANT VILHEKAR,Independent,213,Maharashtra,Daryapur ,S13,40
KOKUBHAU ALIAS DADARAO DASHRATH KOKATE,Independent,196,Maharashtra,Daryapur ,S13,40
None of the Above,None of the Above,783,Maharashtra,Daryapur ,S13,40
BHILAWEKAR PRABHDAS BABULAL,Bharatiya Janata Party,57002,Maharashtra,Melghat ,S13,41
RAJKUMAR DAYARAM PATEL,Nationalist Congress Party,55023,Maharashtra,Melghat ,S13,41
KEVALRAM TULSIRAM KALE,Indian National Congress,48529,Maharashtra,Melghat ,S13,41
KISAN JAYARAM JAMKAR,Bahujan Samaj Party,4604,Maharashtra,Melghat ,S13,41
MOTILAL BHAIYYALAL KASDEKAR,Shivsena,4334,Maharashtra,Melghat ,S13,41
VASUDEO SANTU DHIKAR,Ambedkarite Party of India,2641,Maharashtra,Melghat ,S13,41
None of the Above,None of the Above,3567,Maharashtra,Melghat ,S13,41
BACCHU ALIAS OMPRAKASH BABARAO KADU,Independent,59234,Maharashtra,Achalpur,S13,42
ASHOK SHRIDHARPANT BANSOD,Bharatiya Janata Party,49064,Maharashtra,Achalpur,S13,42
ANIRUDHA ALIAS BABLUBHAU SUBHANRAO DESHMUKH,Indian National Congress,26490,Maharashtra,Achalpur,S13,42
MO.RAFIQUE SHEKH GULAB,Bahujan Samaj Party,20602,Maharashtra,Achalpur,S13,42
THAKARE SUREKHA SURENDRA,Shivsena,5791,Maharashtra,Achalpur,S13,42
ABHYANKAR PRATAP MAHADEORAO,Republican Party of India,4068,Maharashtra,Achalpur,S13,42
DESHMUKH WASUDHATAI PUNDLIK,Nationalist Congress Party,3274,Maharashtra,Achalpur,S13,42
ARUN MOTIRAM WANKHADE,Independent,1923,Maharashtra,Achalpur,S13,42
PRAFFULLA SHRIRAM PATIL,Maharashtra Navnirman sena,1697,Maharashtra,Achalpur,S13,42
ADV.BANDYA SANE ALIAS BANDU SAMPATRAO SANE,Independent,1615,Maharashtra,Achalpur,S13,42
DHANRAJ KISANRAO SHENDE,Republican Paksha (Khoripa),1346,Maharashtra,Achalpur,S13,42
MANDA JAGDEORAO TAYDE,Independent,1162,Maharashtra,Achalpur,S13,42
NANDA KASHINATH CHAWAN,Ambedkarist Republican Party,521,Maharashtra,Achalpur,S13,42
RAJU MAHADEORAO SONONE,Independent,437,Maharashtra,Achalpur,S13,42
MOHAMMED SAJID MOHAMMED YUSUF,Independent,421,Maharashtra,Achalpur,S13,42
DR GAURAV R. GAWAI,Independent,399,Maharashtra,Achalpur,S13,42
GAURAV OMPRAKASH KITKALE,Bahujan Mukti Party,391,Maharashtra,Achalpur,S13,42
KAVITA ALIAS SHILA DILIPRAO CHAUDHARI,Independent,310,Maharashtra,Achalpur,S13,42
GIRIDHAR (MAHARAJ) RAURALE,Independent,172,Maharashtra,Achalpur,S13,42
None of the Above,None of the Above,449,Maharashtra,Achalpur,S13,42
DR. ANIL SUKHDEVRAO BONDE,Bharatiya Janata Party,71611,Maharashtra,Morshi,S13,43
HARSHVARDHAN PRATAPSINH DESHMUKH,Nationalist Congress Party,31449,Maharashtra,Morshi,S13,43
NARESHCHANDRA PANJABRAOJI THAKARE PATIL,Indian National Congress,30207,Maharashtra,Morshi,S13,43
YAWALKAR  UMESH ATMARAMJI,Shivsena,27122,Maharashtra,Morshi,S13,43
DR. MRUDULA SHREEKANT PATIL  (DHARME),Bahujan Samaj Party,12852,Maharashtra,Morshi,S13,43
CHANDRAKANT VASANTRAO KUMRE,Independent,2206,Maharashtra,Morshi,S13,43
ANIL UTTAMRAO KHANDEKAR,Independent,1524,Maharashtra,Morshi,S13,43
PRADIP WAMANRAO CHOPDE,Independent,1278,Maharashtra,Morshi,S13,43
SANJU PANDITRAO DESHMUKH,Maharashtra Navnirman sena,1123,Maharashtra,Morshi,S13,43
DR. VASANT RAMRAOJI LUNGE,Independent,1059,Maharashtra,Morshi,S13,43
KUNMARE SUNITA DHONDUJI,Independent,729,Maharashtra,Morshi,S13,43
KOKATE VIJAY BHIMRAO,Independent,461,Maharashtra,Morshi,S13,43
AGHAM SURENDRA DNYANESHWAR,Ambedkarist Republican Party,415,Maharashtra,Morshi,S13,43
ADV. ASHISH SHYAMRAOJI WANKHADE,Independent,414,Maharashtra,Morshi,S13,43
SUMITRA SAHEBRAO GAYAKWAD,Independent,361,Maharashtra,Morshi,S13,43
WANKHADE KAILAS KACHARUJI,Bhartiya Dalit Congress,287,Maharashtra,Morshi,S13,43
BHATKULE MAHENDRA UTTAMRAO,Bahujan Mukti Party,279,Maharashtra,Morshi,S13,43
VINAYAK KHAJEENRAO WAGHMARE,Hindustan Janta Party,276,Maharashtra,Morshi,S13,43
ARUN SHALIKRAM CHAVAN,Bharipa Bahujan Mahasangh,214,Maharashtra,Morshi,S13,43
None of the Above,None of the Above,717,Maharashtra,Morshi,S13,43
AMAR SHARADRAO KALE,Indian National Congress,75886,Maharashtra,Arvi ,S13,44
DADARAO YADAVRAO KECHE,Bharatiya Janata Party,72743,Maharashtra,Arvi ,S13,44
DADARAO KISANRAO UIKEY,Bahujan Samaj Party,5348,Maharashtra,Arvi ,S13,44
SANDEEP DILIP KALE,Nationalist Congress Party,3861,Maharashtra,Arvi ,S13,44
SWAPNIL ALIAS BALA RAMESHRAO JAGTAP,Independent,3642,Maharashtra,Arvi ,S13,44
DNYANESHWAR NARAYANRAO MADAVI,Gondvana Gantantra Party,2297,Maharashtra,Arvi ,S13,44
DESHMUKH NILESH MADHUKARRAO,Shivsena,2174,Maharashtra,Arvi ,S13,44
TOPALE RUPCHAND BHURAJI,Independent,560,Maharashtra,Arvi ,S13,44
SANJAY DHONDBAJI TULE,Independent,551,Maharashtra,Arvi ,S13,44
DILIP SHAMRAOJI POTFODE,Independent,523,Maharashtra,Arvi ,S13,44
TARACHAND SONBAJI NEHARE,Independent,448,Maharashtra,Arvi ,S13,44
PRASHANT GOKULDASJI KATHANE,Ambedkarist Republican Party,376,Maharashtra,Arvi ,S13,44
NIKOSE WASUDEO SHAMRAO,Independent,272,Maharashtra,Arvi ,S13,44
ARUN AJABRAO PACHARE,Independent,148,Maharashtra,Arvi ,S13,44
ARVIND SHAMRAO LILLORE,Independent,136,Maharashtra,Arvi ,S13,44
None of the Above,None of the Above,1240,Maharashtra,Arvi ,S13,44
KAMBLE RANJIT PRATAPRAO,Indian National Congress,62533,Maharashtra,Deoli ,S13,45
SURESH GANPATRAO WAGHMARE,Bharatiya Janata Party,61590,Maharashtra,Deoli ,S13,45
MHAISKAR UMESH MAHADEORAO,Bahujan Samaj Party,24973,Maharashtra,Deoli ,S13,45
SHASHANK GANGADHARRAO GHODMARE,Nationalist Congress Party,6343,Maharashtra,Deoli ,S13,45
NILESH RAMESH GULHANE,Shivsena,4609,Maharashtra,Deoli ,S13,45
NAMDEORAO NATTHUJI MESHRAM,Independent,1907,Maharashtra,Deoli ,S13,45
MANOJ   MANVATKAR,Independent,1364,Maharashtra,Deoli ,S13,45
PRAVIN  FATING,Independent,934,Maharashtra,Deoli ,S13,45
SANJAY SHAMRAO KARAMORE,Bahujan Mukti Party,725,Maharashtra,Deoli ,S13,45
DIPAK NATTHUJI FUSATE,Ambedkarist Republican Party,651,Maharashtra,Deoli ,S13,45
KIRAN MAROTRAO PARISE,Independent,583,Maharashtra,Deoli ,S13,45
DHNANESHWAR MADHUKARRAO NIGHOT,Independent,417,Maharashtra,Deoli ,S13,45
RAMTEKE ASHOK SHIVRAM,Bharipa Bahujan Mahasangh,304,Maharashtra,Deoli ,S13,45
TAGADE VISHWESHWAR AWADHUTRAO,Independent,263,Maharashtra,Deoli ,S13,45
WANKHEDE MANIK KISANRAO,Independent,201,Maharashtra,Deoli ,S13,45
AJAY SUBHASHRAO HIWANJ,Independent,182,Maharashtra,Deoli ,S13,45
ARUN AJABRAO PACHARE,Independent,164,Maharashtra,Deoli ,S13,45
WAGHMARE CHANDRAKANT NARAYAN,Republican Paksha (Khoripa),139,Maharashtra,Deoli ,S13,45
MAHENDRA VISHWANATH MUNESHWAR,Republican Party of India,120,Maharashtra,Deoli ,S13,45
None of the Above,None of the Above,701,Maharashtra,Deoli ,S13,45
KUNAWAR SAMIR TRAMBAKRAO,Bharatiya Janata Party,90275,Maharashtra,Hinganghat,S13,46
TELANG PRALAY BHAURAO,Bahujan Samaj Party,25100,Maharashtra,Hinganghat,S13,46
PRO. RAJU ALIAS MOHAN WASUDEV TIMANDE,Nationalist Congress Party,23083,Maharashtra,Hinganghat,S13,46
ASHOK SHAMRAOJI SHINDE,Shivsena,21523,Maharashtra,Hinganghat,S13,46
USHA ARUN THUTE,Indian National Congress,12645,Maharashtra,Hinganghat,S13,46
ATUL NAMDEO WANDILE,Maharashtra Navnirman sena,7310,Maharashtra,Hinganghat,S13,46
GAJU KUBADE,Independent,1598,Maharashtra,Hinganghat,S13,46
PRAVIN NARAYANRAO UPASE,Independent,1456,Maharashtra,Hinganghat,S13,46
KISNA NATTHUJI VYAPARI,Independent,1112,Maharashtra,Hinganghat,S13,46
GAJANAN LAXMAN SONVANE,Independent,904,Maharashtra,Hinganghat,S13,46
VINOD ZAMAJI UIKE,Gondvana Gantantra Party,656,Maharashtra,Hinganghat,S13,46
JAGANNATH NILKANTH RAUT,Independent,515,Maharashtra,Hinganghat,S13,46
SAU. LATATAI NARHARI THOOL,Bahujan Mukti Party,368,Maharashtra,Hinganghat,S13,46
DR.MORESHWAR RAMJI NAGRALE,Republican Party of India,365,Maharashtra,Hinganghat,S13,46
None of the Above,None of the Above,951,Maharashtra,Hinganghat,S13,46
DR.PANKAJ RAJESH BHOYAR,Bharatiya Janata Party,45897,Maharashtra,Wardha,S13,47
SHEKAR PRAMOD SHENDE,Indian National Congress,37347,Maharashtra,Wardha,S13,47
NIRAJ GULABRAO GUJAR,Bahujan Samaj Party,22283,Maharashtra,Wardha,S13,47
BALPANDE RAVIKANT PANDURANG,Shivsena,18867,Maharashtra,Wardha,S13,47
SURESH BAPURAOJI DESHMUKH,Nationalist Congress Party,18192,Maharashtra,Wardha,S13,47
RANNAWARE VIRENDRA BABURAO,Independent,13388,Maharashtra,Wardha,S13,47
SHYAM SHANKARRAO GAIKWAD,Independent,1554,Maharashtra,Wardha,S13,47
BHIMRAO TUKARAMJI ADE,Gondvana Gantantra Party,1224,Maharashtra,Wardha,S13,47
AJAY NAMDEVRAO HEDAU,Maharashtra Navnirman sena,1222,Maharashtra,Wardha,S13,47
BALRAJ AMBADAS LOHAVE,Independent,1121,Maharashtra,Wardha,S13,47
RAJKUMAR NARAYANRAO BHALAVI,Independent,552,Maharashtra,Wardha,S13,47
RAJENDRA BAKERAO GORDE,Independent,499,Maharashtra,Wardha,S13,47
KISHOR RAMBHAU KINKAR,Bahujan Mukti Party,453,Maharashtra,Wardha,S13,47
KAMBLE VINOD MAROTRAO,Ambedkarist Republican Party,412,Maharashtra,Wardha,S13,47
PARSHURAM THORAT,Ambedkarite Party of India,357,Maharashtra,Wardha,S13,47
